,Name,Branch,Town,City,Exam,Rank_19_R1,Score_19_R1,Rank_19_R2,Score_19_R2,Rank_20_R1,Score_20_R1,Rank_20_R2,Score_20_R2
562,S.S.P.M.'s College of Engineering,Computer Engineering, Kankavli,,JEE,30757.0,33.0,43394.0,23.0,46976.0,31.6266886,48161.0,29.007862
563,SKN Sinhgad Institute of Technology & Science,Information Technology, Kusgaon(BK),Pune.,JEE,31133.0,33.0,38212.0,27.0,23053.0,66.7783253,20580.0,70.0394263
564,Gharda Foundation's Gharda Institute of Technology,Chemical Engineering,Khed, Ratnagiri,JEE,31248.0,33.0,52841.0,15.0,17482.0,73.42602,20086.0,70.3751491
565,P.K. Technical Campus,Computer Engineering, Pune.,,JEE,31350.0,33.0,53174.0,15.0,28516.0,60.0851338,46973.0,31.6266886
566,Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus,Information Technology, Warje, Pune.,JEE,32564.0,31.0,34463.0,30.0,21545.0,68.687192,16356.0,74.9989387
567,Konkan Gyanpeeth College of Engineering,Information Technology, Karjat,,JEE,32847.0,31.0,43763.0,22.0,44944.0,35.430986,49063.0,27.0556522
568,Universal College of Engineering & Research,Computer Engineering, Sasewadi,,JEE,33022.0,31.0,62604.0,7.0,27172.0,61.736534,50951.0,21.7803754
569,N.Y.S.S.'s Datta Meghe College of Engineering,Electronics Engineering, Airoli, Navi Mumbai,JEE,33524.0,30.0,42647.0,23.0,50639.0,22.7953366,40435.0,43.1388868
570,Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering,Electronics Engineering, Nagpur,,JEE,33964.0,30.0,32195.0,32.0,23600.0,66.0143085,18997.0,71.4568669
571,SKN Sinhgad Institute of Technology & Science,Computer Engineering, Kusgaon(BK),Pune.,JEE,34360.0,30.0,42704.0,23.0,20540.0,70.0402566,23346.0,66.2619983
572,Matoshri College of Engineering and Research Centre,Computer Engineering, Eklahare, Nashik,JEE,34633.0,30.0,47436.0,20.0,26064.0,63.2129688,36014.0,50.1760245
573,K.D.K. College of Engineering,Information Technology, Nagpur,,JEE,34814.0,30.0,47561.0,20.0,28340.0,60.1411398,25844.0,63.4810593
574,Jaihind College Of Engineering,Computer Engineering,Kuran,,JEE,35894.0,29.0,53924.0,15.0,27789.0,60.9283224,39553.0,44.4405329
575,KJEI's Trinity Academy of Engineering,Computer Engineering, Yewalewadi, Pune,JEE,37606.0,27.0,39402.0,25.0,21675.0,68.596806,22976.0,67.0027134
576,Kavi Kulguru Institute of Technology & Science,Computer Technology, Ramtek,,JEE,39346.0,25.0,61163.0,9.0,29606.0,58.6924683,39167.0,45.0374181
577,Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College ofEngineering,Electronics Engineering, Sangamner,,JEE,40626.0,25.0,34586.0,30.0,46572.0,32.0485446,48336.0,28.8380421
578,Kalyani Charitable Trust,Computer Engineering, Late Gambhirrao Natuba Sapkal College ofEngineering, Anjaneri,JEE,44133.0,22.0,56525.0,13.0,36181.0,50.0065467,37444.0,47.5540513
579,Anantrao Pawar College of Engineering & Research,Information Technology, Pune,,JEE,46220.0,20.0,48819.0,19.0,32393.0,55.4845927,25806.0,63.4977421
580,Smt. Indira Gandhi College of Engineering,Electrical Engineering, Navi Mumbai,,JEE,46229.0,20.0,66656.0,3.0,50620.0,22.7953366,37072.0,48.5331918
581,Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes,Computer Engineering, Miraj,,JEE,46367.0,20.0,55446.0,14.0,46266.0,32.6665943,54934.0,7.5047776
582,Mahatma Gandhi Missions College of Engineering,Information Technology, Hingoli Rd, Nanded.,JEE,46737.0,20.0,37594.1,27.0,31570.0,56.094761,25534.0,63.7897492
583,Gharda Foundation's Gharda Institute of Technology,Computer Engineering,Khed, Ratnagiri,JEE,47126.0,20.0,47603.0,20.0,33695.0,53.2188173,42831.0,39.3730397
584,Jawaharlal Darda Institute of Engineering and Technology,Mechanical Engineering, Yavatmal,,JEE,48273.0,19.0,61256.0,9.0,44335.0,37.1005644,49309.0,25.9994074
585,B.R. Harne College of Engineering & Technology,Computer Engineering, Karav, Tal-Ambernath.,JEE,48538.0,19.0,60128.0,10.0,51476.0,21.2197142,25029.0,64.1045808
586,M.S. Bidve Engineering College,Information Technology, Latur,,JEE,49844.0,18.0,53706.0,15.0,38472.0,46.6043774,33148.0,53.6964731
587,Genba Sopanrao Moze College of Engineering,Information Technology, Baner-Balewadi, Pune,JEE,51186.0,17.0,61366.0,9.0,31244.0,56.1196908,25566.0,63.7496286
588,Suryodaya College of Engineering & Technology,Computer Engineering, Nagpur,,JEE,52734.0,16.0,65499.0,5.0,50681.0,22.7914682,31937.0,55.9351597
589,Vidya Niketan College of Engineering,Computer Engineering, Bota Sangamner,,JEE,53924.0,15.0,34569.0,30.0,41905.0,40.8759878,44047.0,37.2637537
590,K.J.'s Educational Institute's K.J.College of Engineering & ManagementResearch,Computer Engineering, Pisoli,,JEE,57928.0,12.0,67766.0,1.0,35441.0,50.496325,28103.0,60.374472
591,Nanasaheb Mahadik College of Engineering,Electrical Engineering,Walwa, Sangli.,MHTCET,97760.0,52.0,102555.0,46.0,88732.0,18.3983482,89309.0,16.6127829
